place_name,road_address_name,phone,x,y
송약국,제주특별자치도 제주시 애월읍 하귀로 77,064-712-8538,126.405031371323,33.4817327733343
365약국,제주특별자치도 제주시 서해안로 161,064-748-3650,126.46604797945673,33.503966190040785
공항약국 제주국제공항,제주특별자치도 제주시 공항로 2,064-743-3213,126.49415829150142,33.50691694228453
추자약국,제주특별자치도 제주시 추자면 추자로 20,064-742-9958,126.2969674194427,33.963761576606785
진도터미널약국,전남 진도군 진도읍 남문길 5,061-544-7541,126.26350939619957,34.47852229427162
메디팜영진약국,전남 진도군 진도읍 남문길 12-13,061-544-7501,126.265257135587,34.4789465723201
진도종로약국,전남 진도군 진도읍 남문길 34,061-544-1318,126.26395594589472,34.48109677474579
진도건강약국,전남 진도군 진도읍 남문길 12-1,061-543-0079,126.26411587945711,34.47924709465927
부부약국,전남 진도군 고군면 지수길 51-5,061-543-1157,126.344205019727,34.4898127310194
명문약국,전남 진도군 진도읍 남문길 13,061-544-2093,126.26355320447098,34.479359088798496
호남약국,전남 진도군 진도읍 옥주길 16-1,061-544-2159,126.26383414473305,34.483809355253506
우리약국,전남 진도군 진도읍 남문길 45,061-544-9770,126.26374320637095,34.4823890501528
광주약국,전남 진도군 진도읍 남문길 44,061-544-2145,126.263988300217,34.4821228008253
송화원한약방,전남 진도군 진도읍 쌍정3길 8-7,,126.265654149903,34.4828323346312
성골롬반약국,전남 영암군 삼호읍 신항로 63-5,061-461-1439,126.38071460448063,34.74477014697046
보람약국,전남 영암군 삼호읍 대불주거로 98,061-244-0649,126.46216984068631,34.74940453023974
삼호약국,전남 영암군 삼호읍 삼호중앙로 164,061-464-3570,126.46873237398651,34.74529136914733
한솔온누리약국,전남 영암군 삼호읍 신항로 63-12,061-462-6337,126.37969444595892,34.745089460229735
소망약국,전남 해남군 문내면 동영길 22,061-532-1356,126.31303708632247,34.59704932193128
목포약국,전남 해남군 화원면 금평길 3,061-532-0138,126.32870258414445,34.668408759632655
현대약국,전남 해남군 황산면 시등로 98,061-535-0800,126.433595043461,34.5761162177111
목포약방,전남 해남군 문내면 문내화원로 556,,126.34974499661804,34.63266814626407
산이약국,전남 해남군 산이면 비석길 93,061-534-0042,126.44830182744897,34.64391315087128
화원약국,전남 해남군 화원면 청용1길 6,061-535-1268,126.329185060542,34.6689198110846
영생당한약방,전남 해남군 문내면 우수영안길 1,,126.31109558209,34.5950759846964
홍선당한약방,전남 진도군 군내면 금골길 4,061-542-4593,126.297840756867,34.5379980193507
재생당한약방,전남 해남군 황산면 시등로 132-7,,126.429968475054,34.5760632776599
로뎀온누리약국,전남 목포시 청호로 154,061-278-6705,126.37514626345737,34.804919037388856
율전약국,전남 목포시 부흥로 25,061-282-7501,126.42470651490517,34.80120178059288
수약국,전남 목포시 원형서로 15,,126.429467674766,34.7972463265876
장약국,전남 목포시 산정로 118,061-273-3098,126.393176739123,34.7991043409127
비타민약국,전남 목포시 하당로 278,061-284-7571,126.42645181154225,34.81112087175418
목포하당종로약국,전남 목포시 신흥로 8,061-283-8275,126.42210459798822,34.80136071863113
바디엔약국,전남 무안군 삼향읍 남악3로 56,0507-1468-0610,126.460708620065,34.810513130259
제일온누리약국,전남 무안군 삼향읍 대죽서로15번길 36,061-285-9883,126.461264100159,34.8124842428838
바른약국,전남 무안군 삼향읍 남악3로82번길 42,061-980-2511,126.464878097089,34.8127021027402
오룡약국,전남 무안군 일로읍 오룡번영3로 40,061-285-8345,126.483540214916,34.8035424992979
예방원한약국,전남 목포시 연산백련로1번길 8-9,1899-5176,126.392387748385,34.8160826720574
옵티마현대약국,전남 목포시 섶나루길 126,061-287-6005,126.41905724007776,34.810959598275275
마음편한약국,전남 무안군 삼향읍 남악4로34번길 6,061-285-0507,126.46633592631088,34.807468678758404
참조은약국,전남 무안군 삼향읍 대죽동로 30,061-283-0223,126.4642909411953,34.811221227181875
미보약국,전남 목포시 동명주택길 1,061-244-5010,126.39733658810734,34.79027690384018
이층약국,전남 영암군 삼호읍 대불주거로 187,061-461-9700,126.455895010073,34.7550122467119
셀메드윤약국,전남 무안군 삼향읍 남악5로48번길 17,061-802-2004,126.47323639610357,34.80985139454781
하당금호약국,전남 목포시 백년대로 295,061-284-6000,126.42003760672657,34.80393518986545
오약국,전남 목포시 고하대로 672-1,061-279-2626,126.37163487849726,34.80753032108799
지성약국,전남 목포시 옥암로 129,061-984-0196,126.42442773448,34.8100224287668
솔약국,전남 무안군 삼향읍 남악2로74번길 39,061-284-1855,126.459192807265,34.8130158932008
든든약국,전남 목포시 죽산로40번길 7,061-279-8965,126.376138531284,34.8105767654777
햇빛약국,전남 목포시 북항로 54-10,061-245-2323,126.3784134265742,34.799146114106165
이로약국,전남 목포시 영산로 362,061-277-2100,126.40501387354853,34.80603052020383
서울약국,전남 목포시 용당로 232,061-274-4546,126.398775731377,34.8075655831323
소화약국,전남 목포시 삼학로 30,061-243-7960,126.388805726019,34.7902235488575
건강약국,전남 목포시 중화길 16,061-272-7453,126.416022330171,34.809243237086456
백세가약국,전남 목포시 영산로 477,061-279-8163,126.41637636182682,34.80863198667243
신세계온누리약국,전남 목포시 백년대로 298,061-281-9411,126.42063429524705,34.80346479888976
신세계약국,전남 목포시 부흥로 97,061-283-1126,126.431456454191,34.804405517933
삼일온누리약국,전남 목포시 삼학로 20,061-276-3131,126.38783144996134,34.79002845802165
메디팜현대약국,전남 목포시 부흥로 86,061-283-0008,126.43047751030858,34.803578866498285
한마음약국,전남 목포시 백년대로 331-1,061-284-1820,126.423483664814,34.8056011193191
한사랑약국,전남 목포시 백년대로 391,061-802-2100,126.428955807654,34.8082481810827
쉼터약국,전남 무안군 청계면 청계중앙길 8-7,061-452-6807,126.428810127626,34.9106434507782
화신약국,전남 목포시 북교길 35,061-243-3305,126.379177229195,34.7943392673348
초당약국,전남 목포시 영산로 251,061-279-7770,126.393635276781,34.8033395784932
바다약국,전남 목포시 백년대로 291,061-280-2888,126.419574459411,34.8039059398885
조은약국,전남 무안군 일로읍 일로로 78-2,061-283-8770,126.49475631170321,34.84909029829586
종로 프라자약국,전남 목포시 영산로 515,061-279-2400,126.41771049324812,34.81162199645646
전일약국,전남 목포시 청호로 153,061-273-7575,126.37490161298778,34.80475553014934
다나약국,전남 목포시 용당로 322-3,061-276-1133,126.400860807723,34.8160345493153
청계약국,전남 무안군 청계면 청계중앙길 3-1,061-452-4825,126.429513271026,34.9099166347342
늘푸른약국,전남 목포시 용해지구로 85,061-274-7535,126.39146773399004,34.82005952570994
삼일약국,전남 목포시 백년대로297번길 8,061-284-5115,126.4199022929634,34.80453126929421
중앙약국,전남 무안군 해제면 봉대로 31,061-452-6107,126.29406591638813,35.11308536234909
해제약국,전남 무안군 해제면 현해로 1690-5,061-452-4952,126.294145302139,35.1108757304506
명인약방,전남 무안군 망운면 운해로 1405,061-452-1015,126.391697881218,35.0123526017834
평화약방,전남 무안군 해제면 양간로 47,,126.292994751082,35.1141679420506
제일약국,전남 무안군 망운면 압창길 4,061-452-1025,126.3918563374591,35.012110928878435
사랑약국,전남 무안군 해제면 현해로 1712,061-453-1295,126.29237127952055,35.11066348675988
김약국,전남 무안군 해제면 현해로 1694,061-452-4952,126.29413513438138,35.11078283285238
호산나약국,전남 영광군 염산면 천년로 19-5,061-352-9767,126.37392473224445,35.217934507809545
우리약국,전남 함평군 손불면 손불중앙길 75,061-322-4017,126.43052458911501,35.14355857456009
식물사랑약국,전남 무안군 현경면 현해로 117-4,061-452-7896,126.4084072902049,35.02152455475006
식물약국,전남 무안군 해제면 현해로 2095,,126.29391881484,35.0816798229786
신세계식물약국,전남 무안군 해제면 봉대로 73,061-454-8853,126.29428757610489,35.11689212323654
서울약국,전남 영광군 영광읍 옥당로 235-15,061-351-1261,126.500545364609,35.2839969439239
조은약국,전남 영광군 영광읍 옥당로 155,061-351-0142,126.50089142746525,35.2757881548259
인의당약국,전남 영광군 법성면 연우로 6,061-356-4200,126.44421509302526,35.36246632626434
은성약국,전남 영광군 영광읍 신남로 168,061-353-5246,126.50041623831024,35.27584838529233
준약국,전남 영광군 홍농읍 홍농로 457-3,061-356-3193,126.446289633103,35.395253898074
믿음약국,전남 영광군 홍농읍 홍농로 460,061-356-3211,126.4468568126102,35.39537096289442
건강약국,전남 영광군 법성면 진굴비길 59,061-356-2305,126.446404129391,35.3610946569828
연수당 한약방,전남 영광군 영광읍 신남로 166,,126.499993420397,35.2757925586736
식물약국 와룡농약사,전남 영광군 영광읍 옥당로 171,061-351-4331,126.500362927855,35.277191147948
푸른솔약국,충남 태안군 태안읍 동백로 310,041-674-7923,126.303944771111,36.7476801364437
동인약방,충남 태안군 안면읍 백사장2길 27,041-673-5271,126.31719148093522,36.58545624843587
안면약국,충남 태안군 안면읍 장터로 112,041-673-3380,126.345773009414,36.5171006842413
여몽약국,충남 태안군 남면 남면로 86-1,041-674-0788,126.29550798531596,36.674938213692755
읍내약국,충남 태안군 남면 남면로 83,,126.295542739186,36.6751754117611
행복한약국,충남 태안군 태안읍 동백로 296,041-673-9092,126.302608431431,36.7483535448712
뜰에봄약국,충남 태안군 태안읍 동백로 299,041-674-4746,126.30334787949005,36.748555217499415
제중원한약방,충남 태안군 남면 남면로 107,,126.297307462299,36.6738837309769
백중한약방,충남 태안군 태안읍 후곡로 131-6,,126.304484992568,36.7483681324647
중앙약국,충남 태안군 안면읍 응지마을길 30,041-675-8288,126.344868895961,36.5184041747211
미소약국,충남 서산시 안견로 180,041-668-0031,126.459121817055,36.7822745422981
열린약국,충남 서산시 지곡면 충의로 762-78,041-662-5968,126.44569081488136,36.841857356529026
솔내음약국,충남 서산시 성연면 성연3로 53,041-663-0615,126.45000145630073,36.82385725908805
삼거리약국,충남 서산시 대산읍 명지1로 27,041-681-6616,126.41005022478022,36.968979176353855
호수약국,충남 서산시 호수공원14로 36,041-669-2114,126.445686508568,36.7743658805874
다사랑약국,충남 서산시 남부순환로 1025,070-4248-3891,126.45220775321059,36.767776567041444
정약국,충남 서산시 안견로 284,041-667-7584,126.452022388497,36.7774553851839
종합약국,충남 태안군 태안읍 중앙로 83,041-674-2250,126.29815319289344,36.75361501044591
보람약국,충남 태안군 태안읍 중앙로 57,041-675-0200,126.29536728763392,36.75444918387698
정다운약국,충남 서산시 부춘1로 34-1,041-920-3977,126.445387728957,36.7847415999074
백화약국,충남 태안군 태안읍 서해로 1952-5,070-7537-3390,126.32222719270106,36.7532256280394
청담약국,충남 서산시 중앙로 135,041-666-2288,126.46389924638929,36.775725313240734
더블유스토어 대흥약국,충남 서산시 안견로 184-2,041-666-0777,126.45917789144248,36.782106290794104
삼성약국,충남 서산시 벌말1길 60,041-665-2404,126.46597048147233,36.77653841495608
보룡약국,충남 서산시 성연면 성연3로 45,041-666-0995,126.450523976276,36.823358664694
용한약국,충남 서산시 예천7로 34-8,,126.44749831144,36.7646108312917
열매약국,충남 서산시 예천1로 24,041-665-1179,126.44712222569709,36.769102899019074
드림약국,충남 서산시 호수공원6로 53,041-663-7582,126.44950245981104,36.773316691519966
일등약국,충남 서산시 안견로 194,041-664-4000,126.45908007619,36.7812002364097
새지곡백화점약국,충남 서산시 지곡면 충의로 1192,041-662-2808,126.4382538690373,36.87411307045501
서산약국,충남 서산시 석림4로 87,041-665-3195,126.463355579873,36.7733871969004
한마음약국,충남 서산시 시장6로 5,041-663-8242,126.457715888353,36.7802100195713
삼화약국,충남 서산시 번화2로 32,041-665-2124,126.45233296231169,36.7808792091455
백세약국,충남 서산시 대산읍 독곶1로 20,041-669-9896,126.3756380400383,36.989980164437256
한빛약국,충남 서산시 고운로 62,041-663-0031,126.44618270142585,36.77701653754981
독일약국,충남 서산시 시장6로 37,041-666-0787,126.457786231708,36.7829460921789
만선당약국,충남 태안군 원북면 원이로 840,041-675-8850,126.25834597642933,36.823806581499426
대산약국,충남 서산시 대산읍 구진천로 7,041-681-8700,126.433677091258,36.9387261218418
세움약국,충남 서산시 안견로 184-16,041-429-0567,126.45844164749,36.7821407876133
정성약국,충남 태안군 태안읍 중앙로 42,041-674-0838,126.29389391491,36.7550243623698
대산프라자약국,충남 서산시 대산읍 구진천로 12,041-663-6446,126.43439371393839,36.93836189636
오성약국,충남 서산시 대사동1로 16,041-665-5955,126.454244492708,36.783189413523
서령당약국,충남 서산시 번화2로 15-2,041-664-1175,126.45062396241,36.7806568660731
서산동인당한약국,충남 서산시 부춘1로 51,041-668-1075,126.4454436782831,36.78630527436934
부춘약국,충남 서산시 대사동4길 7-4,041-665-3253,126.45678566311075,36.783923730311436
영성약국,충남 서산시 시장4길 10,041-665-2455,126.455856583297,36.7814414484229
해오름약국,충남 서산시 인지면 무학로 1735,041-664-4243,126.427807880367,36.7576612495587
천사약국,충남 태안군 태안읍 중앙로 49-2,041-674-4255,126.29487329951,36.7547093787243
서인클리닉,충남 서산시 안견로 191,,126.459630074184,36.7813649348418
세계로약국,충남 서산시 안견로 178,041-665-4335,126.459142650968,36.7824981108196
대영약국,충남 서산시 안견로 189,041-665-5434,126.45951248518,36.7815193905426
대성약업사,충남 태안군 이원면 원이로 1548,,126.280164626275,36.8701717659216
바다약국,충남 태안군 태안읍 서해로 1952-13,041-674-7735,126.32298755347965,36.75246041567904
새봄약국,충남 서산시 율지8로 7-6,041-662-3361,126.460178134524,36.7824451437185
서문약국,충남 서산시 안견로 191,041-681-3464,126.459634580284,36.7813613508943
운서마루약국,인천 중구 영종대로 184,032-746-5453,126.4987723551034,37.49225915184172
신세계약국,,032-743-3399,126.45201333944752,37.44914770370956
동행약국,인천 중구 영종대로162번길 20,032-752-0134,126.49531018201817,37.492559761418825
보듬약국,인천 중구 영종대로 118,032-751-0660,126.49224172270421,37.494830642486725
영종태평양약국,인천 중구 흰바위로 31,032-746-1313,126.488451830897,37.4927573146325
하늘그린약국,인천 중구 신도시남로 137,032-752-3112,126.490178076943,37.4936549627046
W스토어 스타약국,인천 중구 공항로 272,032-743-3828,126.45100138115427,37.449525933509236
운서온누리약국,인천 중구 영종대로 106,032-751-7196,126.49090464071483,37.49489967079974
연세약국,인천 중구 공항로424번길 66,032-743-9500,126.46209525552766,37.438867610977084
옵티마월드탑약국,인천 중구 공항로 272,032-743-3452,126.44966270574646,37.44930076371024
참약사운서365공항약국,인천 중구 영종대로 124,032-258-0169,126.49310389607,37.4947568592447
운서365공항약국,인천 중구 영종대로 124,,126.493101689329,37.4947487407967
영흥우리약국,인천 옹진군 영흥면 영흥로156번길 11-20,032-888-3634,126.4942091222582,37.25863783400517
고래약국,인천 중구 공항문화로 127,,126.389118023645,37.4655303515311
밸런스약국,,032-743-0070,126.43333657742608,37.4677824282273
옵티마프라자약국,인천 중구 공항로 272,032-743-6789,126.45047678543332,37.449246887548895
스카이약국,인천 중구 흰바위로 51,032-751-7341,126.491216000322,37.4926755476556
영종우리들약국,인천 중구 영종대로 100,032-752-0059,126.49001658455313,37.49495440528888
에이스팜약국 AK플라자 인천공항점,인천 중구 공항로 272,032-743-8578,126.44540738228817,37.45624652015812
스카이팜약국,,032-743-0020,126.43477592266517,37.467585696028365
프라임약국 인천공항점,,032-743-7230,126.43554580124459,37.467574960140695
세광약국,인천 강화군 선원면 중앙로 259,032-934-2249,126.481299278046,37.723895980073
강화정문약국,인천 강화군 강화읍 충렬사로 25,032-221-0014,126.48598145275733,37.73671554972329
강화종로약국,인천 강화군 강화읍 강화대로 387,032-932-0497,126.48761558187964,37.74503942723631
부흥생명약국,인천 강화군 내가면 강화서로 223,032-932-5918,126.390823804395,37.7166708438929
전등약국,인천 강화군 길상면 온수길 23,032-937-8219,126.49182589984466,37.63907141900656
진약국,인천 강화군 강화읍 동문안길 6,032-933-2012,126.485460978601,37.7470049439034
화도약국,인천 강화군 화도면 마니산로 720,032-937-0777,126.41842003629858,37.63320492828433
유신약국,인천 강화군 길상면 온수길36번길 2,032-937-0020,126.49092450870006,37.639500902296014
강화약국,인천 강화군 강화읍 중앙로 43,032-934-5550,126.49027998529314,37.73985874727232
향림당한약방,인천 강화군 선원면 대문고개로 15-8,032-932-2889,126.48362592092089,37.71258739060706
하하약국,인천 강화군 강화읍 강화대로 395,032-932-7090,126.48681654541843,37.745408047254486
새봄약국,인천 강화군 강화읍 동문안길 9-1,032-934-1514,126.48602066703522,37.747287584176966
감초약국,인천 강화군 강화읍 강화대로 431,032-934-3806,126.48377140724061,37.74718315354125
이화약국,인천 강화군 강화읍 중앙로 27,032-934-5534,126.49056024741066,37.7405158580104
바다약국,인천 강화군 내가면 중앙로 1314-1,032-934-0010,126.3790798883941,37.70126891956549
서울약국,인천 강화군 강화읍 강화대로404번길 4,032-933-2280,126.48669779893038,37.74617334562605
다나약국,인천 강화군 강화읍 동문안길 3,032-932-8575,126.48528283934814,37.74716904161807
강화건강약국,인천 강화군 강화읍 강화대로312번길 12,032-932-0249,126.49614543823205,37.742039963767965
원제당한약방,인천 강화군 길상면 해안남로 672,,126.490919002286,37.6016039196824
남산약국,인천 강화군 강화읍 충렬사로 24,032-934-5670,126.48580790920545,37.737203113504734
신세계약국,인천 강화군 강화읍 중앙로 23,032-934-5424,126.491163319775,37.7410860679002
큰샘온누리약국,인천 강화군 강화읍 중앙로 9,032-934-0700,126.49187363374223,37.74190269914928
재경약국,인천 강화군 강화읍 강화대로 412,032-934-4741,126.485973523308,37.746721576247
평생약국,인천 강화군 강화읍 강화대로 440,,126.48304566487772,37.747774605587125
교동약국,인천 강화군 교동면 대룡안길 54-62,032-933-8358,126.279339119271,37.7832358225614
개성한약방,인천 강화군 송해면 강화대로639번길 7,,126.467209894113,37.7576803891515
월드컵약국,제주특별자치도 서귀포시 일주동로 9213,064-739-2112,126.50849654682145,33.2487096597003
종로약국,제주특별자치도 서귀포시 중앙로42번길 8,064-733-0307,126.56270433203171,33.24828363828756
혁신온누리약국,제주특별자치도 서귀포시 일주동로 9159,064-739-7545,126.51424805596868,33.24775579342331
올레약국,제주특별자치도 서귀포시 중앙로 43,064-762-3618,126.561486871762,33.2484064815176
감귤약국,제주특별자치도 서귀포시 동문로 64,064-901-2046,126.566881324225,33.2490213625767
신세계온누리약국,제주특별자치도 서귀포시 월드컵로 8,064-739-0813,126.50743743733378,33.249092267814554
오름약국,제주특별자치도 서귀포시 중정로 70,064-803-0550,126.56381699157353,33.24787189383308
서울약국,제주특별자치도 서귀포시 중정로 71,064-762-3530,126.56402457227908,33.24820712661295
늘푸른약국,제주특별자치도 서귀포시 중정로 50,064-762-1259,126.56167866199551,33.24738921678777
동문약국,제주특별자치도 서귀포시 중정로 109,064-767-4889,126.56815705432037,33.248832849858296
새현대약국,제주특별자치도 서귀포시 중앙로 35-1,064-733-6143,126.561607611523,33.2478650272776
동의당약국,제주특별자치도 서귀포시 이중섭로 1,064-732-0195,126.56424250265488,33.24797076152854
김약국,제주특별자치도 서귀포시 중정로 54-1,064-732-7052,126.56223498334398,33.24750748652422
유선약국,제주특별자치도 서귀포시 중정로73번길 3-1,064-762-3273,126.56394817909,33.2484647251262
중앙약국,제주특별자치도 서귀포시 중정로 65,064-762-4958,126.56326922881263,33.24797365907063
서귀포약국,제주특별자치도 서귀포시 중앙로 89,064-762-6000,126.56038657846,33.2525600132796
맘꽃약국,제주특별자치도 제주시 연오로 59,064-747-2966,126.50194653478916,33.488017782820805
동홍약국,제주특별자치도 서귀포시 동홍중앙로 49,064-732-1127,126.5717914289538,33.25501256810932
명인약국,제주특별자치도 제주시 연북로 511,064-727-1610,126.534540531516,33.4844443460554
아라종합약국,제주특별자치도 제주시 아란13길 20,064-724-7321,126.54557062353666,33.46890479027686
청사약국,제주특별자치도 제주시 중앙로 234,070-7757-7271,126.53013533683742,33.49882978045406
번영약국,제주특별자치도 제주시 번영로 500,064-900-4395,126.594824884996,33.4901260876356
다정약국,제주특별자치도 제주시 아란7길 18,064-721-8337,126.54351196150034,33.474581796812
주원약국,제주특별자치도 제주시 중앙로 318,064-752-2321,126.53531012841164,33.492650841427796
동산프라자약국,제주특별자치도 서귀포시 중앙로 86,064-762-3532,126.56131091391825,33.252267542749216
건강일등약국,제주특별자치도 제주시 중앙로 616,064-727-8321,126.54674962225724,33.46870624725287
현강약국,제주특별자치도 서귀포시 동문로 5,064-762-6050,126.56198754145316,33.25236820536976
부부약국,제주특별자치도 서귀포시 일주동로 8640,064-767-6013,126.565301490081,33.2542795673085
민생약국,제주특별자치도 서귀포시 남원읍 태위로 687,064-764-1079,126.71985106036502,33.279504270681024
대학약국,제주특별자치도 제주시 중앙로 611,064-722-3033,126.54735242626221,33.46966865151422
민성약국,제주특별자치도 제주시 중앙로 543,064-722-1010,126.545740989538,33.4750146380823
혜명한약국,제주특별자치도 제주시 서광로2길 11-1,064-759-1522,126.51315820824637,33.499215935952584
동현약국,제주특별자치도 제주시 삼봉로 327,064-723-0490,126.59422000362883,33.494080314562346
소담약국,제주특별자치도 제주시 연북로 517,064-805-7771,126.535115745525,33.4847250979181
탐라약국,제주특별자치도 서귀포시 신서로48번길 31,064-738-7583,126.5087110190562,33.25352880338378
